,idx,query,res
417,417,"The Mona lisa demonstration really intended to bring a smile to your face this while just imagine how a computer knows when you're happy or sad thats crazy. For example, if you smile as soon as a web ad appears on the screen another ad will follow. Lets say that you frown the next ad will be different from the one you smiled on. Another thing a classroom computer can know when students are becoming to be confused or bored.  How the start of the porcess is when the computer contracts a 3-D computer model of the face all of the 44 major muscles on the model must have move like human muscles. Eckamn has classified six emotions for example anger, surprise, fear, sadness and happiness. Movement for more than one muscle is called a unit.  In fact us human perfrom this impressive called calculation we use it everyday. For example, you could tell how your friend is feeling by looking at his or her face. most us would have trouble describing each others facial trit that makes us happy or worried. Yet Dr. Huang observes artist like Leonardo Da Vinci he studied human anatomy to help them paint facial muscles to have enough convey specific type of emoitions. ","like its says in paragraph 6 ""Imagine a computer that knows when you're happy or sad"". For example if you smile when a web ad appears on your screen a similar ad might follow. But if you frown the next ad will be different ""A classroom computer could recognize when a student is becoming confused or bored ""Most human communication is nonverbal including emotional communication"" noted Dr. Huang ""So computers need to understand that too "
418,418,Second of all people who favored the seperation of race. ,"Summer break is called a break for a reason, and if teachers assign projects that are more time consuming than anticipated, the time that students are given would be wasted. For example, an individual that brings similarity to the topic is Frederick Douglass. Frederick Douglass is an inspirational figure in America's History. The man wants the abolition of slavery. By fighting for his beliefs and going through excruciating pain by his slaveholders, Douglass becomes more and more passionate about gaining the freedom that the man and every other slave deserves. With the ability to control one's own life and decisions, one will have more freedom and space to breathe. Giving students the opportunity to customize the projects to a more time conservative approach aids in both the learning experience because the work is still getting done accordingly, and there is still time reserved for a summer break that the students deserve and should be able to fully enjoy.  "
419,419,"The Electoral College in the other hand, allows votes from states to be made. It is an easier method to get the states to vote for the president, and it takes less time. ","Presidential elections provides the United States of America with an opprotunity of unification. The process of choosing the next leader of the United States always brings the people of the country together knowing that all of them play a role in the election. This is present in the popular vote, a vote consisting of the general population. However, the popular vote is not always accurate, as anyone of any background can vote as long as they hold proper citzenship. The electoral college on the other hand, is a process that serves as a compromise between Congress and the rest of America. "
420,420,Many people also agree with me because according to source 2 it says that in case of the election it will be thrown to the House of Representatives where the delegations vote on the president. This way the delegation people can pick who's good for president. ,"I read an article stating that if a tie were to happen the election would be thrown to the house of representatives, where state delegations vote on the president. This would anger a heap of people for many reasons, one stating it would almost rule out their vote. "
421,421,"Al Gore won the popular vote but lost the presidency, over sixty percent would perfer a direct vote than have the elctoral college vote also. The vote could be very close even if one candidate wins by much in the popular vote due to the presidency vote. If there was a tie in the electoral vote the election would be thrown to the House of Represenstatives. Instead of all that work if there was only a popular vote it would be quick and simple. ","A presidential candidate that wins by a large majority in a state will win the electoral votes of that state, however, if another candidate wins a very close election, he/she will also win a state. For example, in the 2000 presidential election between Al Gore and President Bush, Al Gore won the popular vote of the people but lost the election for president because of the electoral college, the very fact that we know what the popular vote was is proof of neccesity of change. Not only this, but sixty percent of voters want to vote directly. This makes it possible for a candidate to have more individual votes but less electoral votes, making the system somewhat corrupt. "
422,422,They probly ask more than 1 person becuase they want to see what different answer they can get. They also may becuase they might have a problem going on and don't know what to do and ask for help and advice. They also may be in a serious siuwation and need advice badly to make their next more. ,"Why is it more beneficial to seek multiple opinions when making a decision? When people ask for advice, they are usually conflicted about something, or don't know what to do. The reason that one person asks for advice could be because they don't know what shoes to wear, or it could be because they need advice about something bigger, like what house to buy. Either way, they are still seeking other people's opinions. When you are asking a person for advice, you want a definite answer. You could ask one person for advice about what shoes to wear, and they could say black, and then you could ask someone else for advice about the same thing, and they could say a different answer. "
423,423,I feel like if you take an online class you have a greater chance of pasting to the next grade than me. I have an good and bad response to online classes. In an online class you have no consequences like student's in school have. Online classes is unique because you do what you want when you want. ,"In conclusion, online course do not benefit students because gaining an in-person experience with teachers can help a student learn better from their mistakes on certain types of questions. They also do not benefit students by having more of a likely chance to cheat during exams online. Because of this, this does not prepare students for further growth of knowledge if they want to continue to do school after high school. The final reason students do not benefit from online courses is that students need friends in person because that is what makes them have a good childhood and become a better person based of off their opinions. To conclude, online courses are not a way to help students at all during this day and age. It has too many flaws that can not be fixed unfortunately. A lot of things are growing in this society, but this should not grow any further. "
424,424,"Luke crossed the Atlantic Ocean sixteen times and the Pacific Ocean twice, to help countries recover their food supplies, animals, and much more as it says in paragraph two. Even though it was a long journey across the oceans and the waters were rough ","One way is all the places that you travel to. I have seen many landmarks, such as the Acropolis in Greece, Venice, Italy, and I also have been through the Panama Canal on my way to China. Also it is a fun experience after the animals had to be unloaded, we all played baseball and volleyball games where the animals had been housed. Also there would be table-tennis tournaments, fencing, boxing, and many more fun activities. Those were all some ways we had a fun experience during the program.  "
425,425,"because a computer that can read all 44 major muscles, and also this is where FACS will come in (Facial Action Coding System.) ","According to the article ""Making Mona Lisa Smile,"" there is a new technology called the Facial Action Coding System (FACS) that enables computers to identify human emotions. This technology is relatively brand new. It creates a 3-D computer model of all fourty-four major muscles in the face that move like human muscles as well. Then, psychologists have classified six basic emotions that are associated with different movements in the facial mucles. This new technology could result in many benefits in our community as well as all around the world "
426,426,"Well once again here is why i do agree and don't agree. i agree becuase it make scence that out of nowhere there is an unkown figure of a face on mars, but at the same time we do not know who did it. So we jump top conclusions that it ahd to be an ailen . But we have nop prrof that an alien is rwal and we have no proof that any of thid is real. ",The two oppsing sides in this argument have evidence to argue their opinion. The belief that the mesa is actually a face is inncorect due to evidence in the article and my essay. Mesa's are common in the area the picture was taken and the face was caused by shadows along with a low quality camera. Whichever side you are on I believe I have brought forth enough evidence to change your opinion or strengthen your opionion that there was no alien lifeforms yet found on Mars. 
427,427,"Each passage has its own main part about Venus, however, it will tallk about the challenge that are face in Venus ","The first paragraph introduces the topic of Venus with an interesting hook, but does not give the reader their side. The reader needs a thesis, without one the reader is not going to be able to have their opinion on a topic swayed. The author's current attempt at a thesis statement , ""While Venus is simple to see from the distant but safe vantage point of Earth, it has proved very challenging place to examine more closely,"" does not state what side they are on clearly. Their best declaration of the side they are on is in their very last paragraph. The author wrote, ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" This is a very strongly worded thesis, but would have been much better if placed in the starting paragraph. Their side on the topic was acknowledged, but not as well as it could have been if they had set up their thesis correctly. "
428,428,First and foremost the Electoral College is very old. ,Since the electoral college is so old I think it is time to ebolish it!    
429,429,"People always seem to argue about this Electoral College, we calll it a disastor factor. ","Accoriding to bradford plumer he qoutes that "" The single  best argument against the electoral colloge is what we might call the disatser factor"" (source 2). Even though electors votes it can lead to more of an unoraginized distaster. it can mainly lead to a lot of confusion and miss counts. a lot of people do not like the fact of electors being one just like the presidnet of untied states. "
430,430,and now there making technology that reads emotional expressions. ,"There's a new kind of technology called Facial Action Coding System, or FACS, which enables computers to identify human emotions. The use of this technology to read the emotional expressions of students in a classroom is very valuable "
431,431,The electoral college makes sure that no canidate recieves a maajority of the votes cast ,""" The electoral college avoids the problem of elections in which no candidate recevies a majority of the votes cast. "
432,432,"For projects with the intentions to keep students learning while on summer break the first issue would be students making projects on subjects that have no relevance to school, this would be very inefficient in the efforts made by school boards to keep students learning. ","Summer projects are something to make sure students keep learning over their break. It's clear to see that teacher-designed projects are much more efficient. Without the guidance of teachers, students could make simplistic projects that offer no benefit for the teacher or student. The teacher's knowledge about the project could make it helpful for their students to keep learning different ways about the material. It is also common for students to forget or lose interest when they are given too much responsibility for an assignment. Student-designed projects can leave room for a large quantity of errors and mistakes that could ultimately defeat the purpose of a project. Therefore, teacher- designed projects are better in the sense that they can keep the student learning as if they are still in school but give them time to enjoy the benefits that come with summer break.           "
433,433,"But some students don't have phones, so don't think to hard about this ","I think that if you allow students to use cell phones during free times, they will abuse this rule and sneak their phones to class "
434,434,this invention could fix so many problems that we have today. ,Technology fails everyday so why put it in a car and put human lives at risk? 
435,435,I feel like this type of technology has no purpose what so ever.  ,"it's new technology is very unfamiliar, "
436,436,not alot of people wanna know why she was sad this isnt from the artlicle nobody cares about why she was sad or happy leave her be what kind of test is this who the heck is gunna ask you what the heck happened in the passed its the passed it should stay there nobody in the world is gunna ask you what mood was mona lisa in in the picture who the heck cares its in the passed i didnt have to go into the artlicle to know this is stupid make fun of me if you please if someones reading this sure if its the computer when what the heck computer slide me a dub on this test me and you both know this isnt something will be asked in the future honestly tho who cares this is nonsense whos to really know if u were happy or sad or the picture was actually there to make u smile thats like me saying im here to be loyal then say im gunna cheat instead. you were not there to say that it was there for that one certin purpose no personal information but me and my girl arent together so that isnt my girl so i could lie and say she cheated or i can tell the truth n say she left cus i wasnt making her happy ,"Everyone deals with things that others probably don't know about. With FACS a student could come into class like Charlie and no one knows about his frustrations so they try to do their normal jokes and games with him. If a student ever comes into class not feeling the best or not wanting to be bothered, FACS could sense that and instead of people messing with that kid or having that kid be bothered, that child could have the option of being away from everyone while the child cools down. That could stop the child from being involved in a physical altercation or any altercations at that. "
437,437,"You might see students walking around school thinking about sports or other activities ,and that will be the only thing that they will be having on their mind. ","Students have other things to worry about such as studying, "
438,438,"""Each candidate running for President is your state has his or her own group of electors"" (5). ""The electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their responsibilities are..."" (5). ","Also it was like the first method to be used. In the first source ""What is the Electoral College"", the author gives some great information. The office states "" the electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their resposibilities are"". In this statement the Office is stating on how whichever party a person might be in, the electoral college will come through. The reason is because each state has an Electoral college and those states are in differnet parties. If the state that a person might live in is Democrat then the electoral college will go for that party, and same thing for the Republican party. "
439,439,"With kids having to have a B average and over all these years you would just have to have a C average, it would just mess everything up ","there is no need to change the grade average to a B. There is no point to it. The team and kids are doing fine just the way it is and changing the grade average will make a big difference, and not in a good way. kids will stop trying out because there is just too much going on and they cant keep up. plus a C is a passing grade and students want to get a higher grade then that because its risky at a C itself. some kids are already struggling and raising the grade will just make it harder. Leave the average the way it is because i could guarantee you that it will not be a good idea. you don't know what kids have to do after school, or go through, and if the students and teachers and coaches are happy then what is the harm? "
440,440,The advantages of limiting car usage ,the reduction of air pollution and smog has become a major advantage in the limitation of car usage. 
441,441,This is what i think Lukes point of view for convincing people to come. ,I believe seeking multiple opinions can help someone make a better choice 
442,442,"Secondly, the Electoral College is very confusing for a voter who doesnt know how it works.   ","Furthermore, advocates of the Electoral College make a major fallacy when they claim that voters in swing states are more informed on election information, therefore it's good that the electoral system causes candidates to only focus on them. "
443,443,the author want to show you all the data he picked up good and bad. ,his information is an abundance of opinions and assumptions.  
444,444,"Okay to end my letter, my con conclustion is that this is my letter to my state seator ","Dear state senator, I am wriitting you this letter to argue about removing the Electoral college. "
445,445,different perspectives ,different perspectives on issues. 
446,446,That would be bad so the there are PROS and CONS about having phones at schools. ,"As you can see, their are many more cons then there are pros for cell phones allowed during class. Policy 2 is the right choice because it allows students to get in touch with whoever they need to contact, It can keep a student from cheating and save them the trouble that comes along with it, and it is also a way to slow down rumors, and a save a child's reputation. All just by removing cell phones from school. "
447,447,the reason why i dont belive aliens are real beacuse i never heard one i never saw one with my own eyes and i also said the face dont look nothing like a alien. ,"The author states that scientists figured it was just another Martian mesa when the face appeared. This shows that they have seen things like this before and they knew that it wasn't real, or alien like. Another example that the author proves is that Garvin said it reminded him of Middle Butte in the Snake River Plain of Idaho. The camera on board MGS had to peer through wispy clouds to see the face and perhaps alien markings were hidden by haze. Also NASA can be hidding information about the Face. But, you can see that the Face is formed by shadows, and not an alien haze. "
448,448,"At the end of the artcle, the author finally mentions his viewpoint on the subject.  But during the actual article, it is not once mentioned that we should go to Venus. ","The first paragraph introduces the topic of Venus with an interesting hook, but does not give the reader their side. The reader needs a thesis, without one the reader is not going to be able to have their opinion on a topic swayed. The author's current attempt at a thesis statement , ""While Venus is simple to see from the distant but safe vantage point of Earth, it has proved very challenging place to examine more closely,"" does not state what side they are on clearly. Their best declaration of the side they are on is in their very last paragraph. The author wrote, ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" This is a very strongly worded thesis, but would have been much better if placed in the starting paragraph. Their side on the topic was acknowledged, but not as well as it could have been if they had set up their thesis correctly. "
449,449,what if someone is fake smiling. is your technology going to be able to tell if your really happy or not? I think it not a good idea because one it doesnt tell you all the emotions that the person is feeling and what if the person doesnt want one or doesnt like it and they aloud ti get rid of it or do they have to keep it. I know i wouldnt want someone else to tell me my emotions so i surely dont want some technology telling me how i feel . ,"Nick D' Alto says ""Imagine a computer that knows when you're happy or sad."" The author of this article talks of how it will improve ad placements by whether you smile or frown, however I know for a fact social medias, especially Facebook, are already basing information on preferable ads by just what material you look at. Why is it necessary for a program to constantly scan our face just to see if we like something or not? This gives the computer so much power of constantly knowing what your exact emotions are on everything. It is just so unnecessary that it causes one to question why in the world would we risk giving computers that kind of power. Also, is it appropiate to constantly scan childrens' faces as they are trying to learn? Would there be a security system in place or parental agreement necessary that would allow the permission of constant invasion of privacy in the name of education? There are many ethical questions and unknown future outlooks that one would not want to subject children to that sort of test of safety and security. "
450,450,i think he was like showing people and telling people about its so fun ,"Like in ""Making Mona Lisa Smile"" by Nick D'Alto, it could be used to show when a kid is becoming bored and let the teacher know so that the instructor could switch the lesson up to grab the kid's attention "
451,451,"you go travel on the boat ride home and back but, you don't have to go sit around and watch from the boat. When you get off the boat you have a reward. If you like to see stuff like Europe, Italy, China, Greece then you'll love it. If you don't believe me ask Luke he's the one whos been to all those places. He said that the boat trips were so unbelievable for a small town boy like him.  ","One way is all the places that you travel to. I have seen many landmarks, such as the Acropolis in Greece, Venice, Italy, and I also have been through the Panama Canal on my way to China. Also it is a fun experience after the animals had to be unloaded, we all played baseball and volleyball games where the animals had been housed. Also there would be table-tennis tournaments, fencing, boxing, and many more fun activities. Those were all some ways we had a fun experience during the program.  "
452,452,it would beneficial to them because people would be giving more money to them to try and find the aliens. this is yet another reason why it's not aliens ,"I find it highly unrealistic that NASA would even have been able to determine what the Face was forty years ago, much less hiding a discovery of extra-terrestrial life that could make a huge profit for the space program. And, had NASA really claimed that the Face was an object built by otherworldly life, surely someone would let the cat out of the bag. Not to mention that, if the vast majority of NASA believed it was an alien monument, do you really think that they would wait eighteen years to investigate the subject again? On top of all of this, it's simply illogical that aliens would create such a thing. As far as we all know, the supposed ""aliens"" on Mars have never come in contact with a human, much less seen one. That only leaves possible explanation; aliens created a monument that of which coincedentally resembles a human head. An absolute coincedence. "
453,453,Phones can interrupt many thing like dinner with family or study time for a big test that is coming up. ,"Students have so much homework to do when they come home from school, and sometimes it can become overwhelming. Students need to be able to spend time with friends after school and not be always thinking of all the work that needs to get done by the next day. Taking a short break is helpful and make them feel less stressed about their schoolwork. So, students should also be able to use their cell phones to call or text friends to schedule activities together. They can even study for an upcoming test or quiz together, so they can get a higher grade. "
454,454,Well I really think you should give us a try and see if it works but if it do it could or maybe stay that way. but I really think you should give us students a try and see if we can listen to the rules that u provided to us about our cell phones. and I know some of these students listen and some don't but if u try maybe something will work out for you and us students. ,"If you get behind my idea, I know students and teachers will follow us and make a huge difference in our community.  We could even send out e-mails to each student's parents telling them of this idea.  If the parents find out about this, I believe they will certainly force their kids to take part in a small amount of community service.  All I am asking from you, is to just enforce this one little rule into our school.  It could change lives.  I am not asking for everybody to do a whole lot, just 24 hours of your life to help out the community.  There are so many opportunities for our students to help out our community.  Who knows, maybe you could save somebody's life while doing the community service.  "
455,455,When people ask for advice is because they want to know what things are better like to buy. ,"when you are seeking advice, it is much more beneficial for you to seek multiple people's opinions instead of just one person's opinion. It is more accurate, beneficial, reliable, and shows you what the majority of people think. It also gives you a definite answer, instead of just one person's thoughts. It also stops you from making a bias, or prejudice, decision. It shows you what the majority of people think, and lets you hear from everyone. From seeking advice on something as small as what shoes to wear, or as big as what house to buy, you should always seek multiple people's opinion instead of just one person's.  "
456,456,"ONE OF THE TINGS THAT IS WRONG WITH IT IS ""UNDER THE ELECTORAL COLLEGE SYSTEM , VOTERS VOT NOT FOR PRESIDENT, BUT FOR A SLATE OF ELECTOERS, WHO IT Turn elect the president.  ","In the article, ""The Indefensible Electoral College: Why event the best-laid defenses of the system are wrong,"" Bradford Plumer quotes, ""Under the electoral college sytem, voters vote not for the president, but for a slate of electors, who in turn elect the president."" This is not how a republic is supposed to run. People are supposed to be granted the opportunity to elect the president of their choice, not of somebody elses. The most popular vote would take into consideration of every citizen's opinion with a direct percentage of votes to elect a certain candidate. In the article, ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President,"" Richard A. Posner states, ""The Electoral College requires a presidential candidate to have trans-regional appeal. No region (South, Northeast, etc.) has enough electoral votes to elect a president."" This may be true but if the most popular vote system was put into place, there would be an even more exact number of how many people voted for each candidate. The Electoral College does not voice the opinions of all citizens because in reality, a person is not directly voting for their desired candidate. They are voting for other representatives that will hopefully, in turn, elect the candidate they want. Obviously, the Electoral College is definitely a system that should be abolished in the United States of America. "
457,457,"And those kids with disorders might love sports or other activities, and you are keeping them away from that. Wouldn't you feel bad knowing you would be taking away something that other people love to do. ",Also some kids have disabilities or mental disabilities that cause problems when they are trying to do activities like football or yearbook club. 
458,458,"The new software can make 3-D models based off your face, to be able to do this software need to have fine accuracy. the software could identify humans emotions, but should be used in some cases. As in making computer-animated faces more expressive for video games or video surgery. ","The people using this technology are doing so many things, ""The process begins when the computer constructs a 3-D computer model of the face;"" So they're not only using 3-D software but also, ""Using video imagery, the new emotion-recongnition software tracks these facial movements."" The people who are specializing in doing this kind of technology, are branching out in very large, and impactful ways. Many students could be interested in doing this, and sometimes if it's not in school and they don't hear of it. They can never find it. "
459,459,Because if aliens were to make that face on Mars then that means they seen NASA's cameras circling their planet so they would've found a way to get them down. But I think it's a big pain in the butt to the people that think thier is alien life on a planet in our Solier System ,"Even if the cameras used to take these pictures weren't of the highest quality, said cameras would have been able to at least catch some photos of further signs of life. Things such as houses or buildings, for example. Now, if some one would like to argue that the aliens lived in caves or other natural formations of the sort, how would those people like to argue the fact that there are no visible creatures in any photos? Do they expect people to believe that every living thing on Mars decided to hide from a satelite they would not even be able to see from the surface? "
460,460,Using this tecnology is valuable because anatomy to allowed them paint facial muscles precisely enough to convey specific emotions. to how it's going to work on the compter. It's valuable because it can tell how Mona Lisa demontrates is really intended to bring a smile. ,"Emotion is in the brain, not the heart. The way the FACS understands emoion is simple. It maps out a 3-D model of the face, looks at the shape and positoin of all the muscles, then it associates the different facial movements with differet emotion. For example, your orbicularis oris (muscles around your mouth) tighten your lips to show when you are angry. It even works when a person it trying to mask emotions. During a fake smile, the zygomatic major stretches the mouth sidways, while in a real smile the zygomatic major lifts the corners of the mouth. These examples can show how science IS able to understand emotoin, probaly better than most humans. Arguments that use that falshood, that science is unable to understand emotion, is completly false. "
461,461,"Sometimes on the news there is either an accident or a suicide. It might involve someone not looking where they're going or tweet that someone sent. It either injury or death. If a mysterious number says I'm going to kill you and they know where you live but you don't know the person's contact ,It makes you puzzled and make you start to freak out. Which can end up really badly. ","Some people view it was selfish that one person would risk sending a text knowing that it has the potential to kill an innocent person or peoples . A text can always wait when others' lives are on the line . Its an over-estimation of one's personal confidence when driving . Noone that texts and drives really thinks and analyzes the hard that they are doing or can do to all the people in the cars around them . In the cars are innocent mothers , fathers, children , veterans , teachers ect . It goes without saying that they don't deserve to die due to someone thinking that because they've texted and driven before , noone will die . "
462,462,Having good guidelines and being told what the expectations are will give students a better chance at success. ,"Having set rules and requirements created by teachers, ensures that students will complete the tasks to a high level. During the summer, students would rather not have educational work to focus on, but projects created by the teacher enforces these students to do so. If these projects were student-designed, it could potentially allow them to finesse the system, and create a project that does not require much thinking and work. Student-designed projects also leaves room for error. Projects constructed by students leaves the door open for many mistakes, which will ultimately hurt the student in the end. This prevents students from working efficiently and fully understanding the topic they are working on. The goal of teacher-designed projects is to not control the students, but to make sure that the students are obtaining knowledge, understand the assignment, and are producing high quality work. Students may be confused or have numerous of questions with student-designed projects since there are no specific guidelines and rules, so having teacher-designed projects are ideal because they explicitly state what they are looking for. "
463,463,The face on mars was a pictures that the vikings took from 1976. When vikings were snapping pictures of possible landing sites for its sister ship viking two. So we already know that there were pepole on mars before so they might of built the face on mars. ,"NASA. The United States form of a dominating space academy. The Viking 1, was in fact NASA's spacecraft that was launched in 2001. The spacecraft was set course for the small, red planet that is simillar to Earth. The planet is called Mars. Viking 1's ""sister"" Viking 2 was supposed to be landing on Mars, and that's why Viking 1 was sent up in space to begin with. While Viking 1 was snapping photos, its camera picked up a weird face-like structure on the surface of Mars. Some believe its a mysterious face that ""so called aliens"" built. I believe that their reasoning is just a bunch of garbage. "
464,464,"The text explain correcthy each factor that Venus has, it also explain with details what are the dangers that being on Venus presents. ","He does not support this idea throughly, giving limited information to convice the reader of his claim. He only says it can last in challenging conditions for a limired amount of time, but does not mention any support, leaving silicon carbide as his weakest support on how using that, can convice people that Venus is a worthy pursit depsite the dangers it possesses. He uses only one fact, but not not give enough anaylsis to make his argument strong or very clear. "
465,465,"After voting in the election the governor makes a ""Certificate of Ascertainment,"" which is the list of the candidates who ran for presidant. Also, it shows who the winning candidate is in each state. Lastly the certificate is sent to the states congress to keep for records. ","In article one, paragraph 8, there is something that the governor does that maybe is supposed to reassure us. ""After the presidential election, your governor prepares a ""Cerificate of Ascertainment"" listing all of the candidates who ran for President in your state along with the names of their respective electors.""  This is just them saying who was all voted for and who all ran. It also says who the electors were. They give us this probably just to notify us but maybe it's also an idea to make us think that Electoral College is proud to help us get who we want. "
466,466,"Popular vote don't seem to matter, The Peoples vote don't seem to matter. ","First of all, in some cases the popular vote might not be of any value. "
467,467,Plus what would it hurt ? its not a painless unnoticable process that helps the students get a better education ,"In conclusion, video conferencing and taking online classes with distance learning is not the best thing for students, because of the conflict and problems that come with it. It can greatly affect a student's education. With online classes, students may be faced with distractions which can cause them to stay off task and bring down their grades leading to frustration and depression. This can lead to suicidal thoughts and drain a student's life. Health is very important, and it is necessary that our bodies should be healthy. Taking online courses can have a negative and tragic effect on a student's body leading to eye problems, the eye being a very important body part. This may eventually let the student become unproductive and lazy. Also many students prefer having a face to face teaching session to make learning more efficient and better to understand overall. Students across the world should be able to learn the importance of physically being in school where there's plenty of teachers and resources around. Being in school is very important and can greatly benefit students. Technological advancements in the modern world is also very important and have been beneficial in helping with education and making education better. But students should not let the technology of today make them lazy and they should be willing to work hard and diligently.                      "
468,468,"Another reason is ""Most human communication is nonverbal, including emotional communication."" ","Electronics as of now are programmed to teach a student however are unable to sense how the student is feeling or how they are actually doing on their assignment. As the author states in the article, ""most human communication is nonverbal, including emotional communication"" something which computers are unable to detect (para. 6). Not only this, but the author gives an analogy that states ""if you smile when a web ad appears on your screen, a smilar ad might follow"" and explains that in a classroom, similar techniques can be applied to benefit the student (para. 6). Using this program will allow technology to advance and in turn will benefit the student. "
469,469,"But if I'm the scientist trying to figured out all this work,and see who's the human face or a alien face because humans on earth an aliens in Mars or more planets. But afterwards after that happening, it saids how some people think the Face is bona fide evidence of life on Mars evidence that NASA would rather hide, say conspiracy theorists. Meanwhile the defenders of the NASA budget wish there was an acient civilization on Mars. Also, although few scientists believed the Face was an alien artifact photographing Cydonia became a prioprity for NASA when Global Surveyor arrived at the Red Planet in September. 1997, eighteen long years ago after the Viking missions ended. ","So in conclusion it is not a alien made face it simply in a mesa or a landmark on Mars. The proof is in the article when you see the 3 picutes that were taken to prove it wasn't a alien made artifact. No matter how cool it would be if it was not to mention that it could make NASA famous or rich it just doesn't have the proof you need to be a alien artifact. If you look more into the passage it even says it was not a alien made artiffact. Yes this face was very famous it even says ""The ""Face"" on Mars has since been a pop icon. It has starred in a Hollywood film, apperered in books, magazines, and even radio shows."" (5). See how famous that face was 25 years ago is amazing but it still doesn't mean it was a alien made artiffact. So in final say it is not a alien made face and nor will there be enough proof its just a landmark on Mars that was very popular to people everywhere!           "
470,470,I'm stil shocked that people think they're real. I've never seen one before ,there is nor was there ever any real evidence supporting the martion monument claim. However there is evidence proveing that the face is realy a mesa! 
471,471,i can connect this by simply looking at the picture and back couple years and to now how scientist reported no life for is on mars you will be boiled to death because it's also no oxygen so how can an alien create a face when no life form have been found yet. ,"People have studied the many planets in our solar system and are fastinated by them. People have also studied the solar system to help explore and give information about the planets around us. One planet that scientists have studied for a good amount of time is Venus since it shows that at one time, the planet might have inhabited living organisms. However, Venus is a very dangerous planet since many attempts of landing spacecraft has failed on Venus and the clouds of the planet are made of sulfuric acid. Venus is not worth the pursuit of knowledge since the planet has a very dangerous enviorment for humans and that not a single spacecraft has landed safely on the planet and returned. "
472,472,By students getting the chance to try new things they could step out of their comfort zone and get the chance to explore new talents. Within students exploring new things they gain knowlege and gain more expreince on ther project. ,"With more freedom students can explore subjects that they don't know about, or want to know more about. This can also make students get more creative with the project when it comes to design or topic that others may find interesting. If students had more freedom with their project allowing them to be creative and showing the teachers what they can do could benifit them because the teacher can give the student more opportunities when doing future projects. Also if the school some very creative project than the student can be recommended to events or major schools in the future. Also when giving students more freedom it can allow them to express themselves or maybe make a point when doing a project on their own. Also when doing a teacher-designed project then students will fell more restrained and more like they are forced to a project. If students had to do their own designed project than they would probably do it more willingly. "
473,473,i think if they were to put a cerfui on driving out at night time less bad stuff would happen let me explain my self. If i somthing were to happen to me like getting kid naped  and i dont retuen home by 3;30 yor gona knoe somthing is wrong and maybe it might even save my life.  then our goverment could make money by giving us tickets but hopefully its not a lot because ufortuanetly not every one has a little cash in there pockets like some of us do.  If in case it past the curfui and u need to get home you could just walk home or have the cops take you home beause all cops are free taxis. If you didnt know. its aslo totaly free. cops arnt just here to give you tickets. ,"I know everybody has heard of a DUI , driving under the influence, charge. You get these if you are caught driving with a alcohol level over the state law , what happens if someone is completely drunk but the car is driving itsself? Does this give people the right to be intoxicated on the rodes because if somethig happens and the driver has to take control of the wheel they could kill somebody or theirselve. I feel like people would abuse these vehicals and do everything in them that they couldn't do in a normal car because at the end of the day they aren't driving. So this really goes back too the point that these vehicals aren't safe. "
474,474,"Venus a friend to earth and the closest to earth than any other planet. The density ,size are mostly the same, Venus,Mars is earth neightbor, orbit the sun at different,hottest planet. ","Besides this, Venus is at times the closest planet to Earth as ""Earth, Venus and Mars, our other planetary neighbor, orbit the sun at different speeds. These differences in speed mean that sometimes we are closer to Mars and other times to Venus,"" (2). This could be extremely beneficial to both the inhabitants of earth and for future space travel because Venus will sometimes be our ""nearest option for a planetary visit, a crucial consideration given the long time frames of space travel,"" (4). All of these statements and claims that the author make support his/her claim that the exploration of Venus is a worthy pursuit despite the dangers it entails as they are quite literally explaining to their readers why exploration is as important as it is. This tactic has the ability to make audiences aware of the importance of such a mission, and hopefully persuade them to agree. "
