,idx,query,res
375,375,"""Luke heart race as he shot feet first toward and opening on the side of the ship. Luke was happy to beon board, especially when he return trips after the animals had been unloaded. He was happy to be alive, but he coudn't work for a couple of days because of his cracked ribs. ","The advice-seeker's first reaction is to try to solve the issue on their own, although most of the time our head is way up in the clouds and we need a few more than just that one person to help us make the correct choice"
376,376,"In a nutshell, electoral college has its upsides and downsides and is still up today. I beileve its an easy thing to say it all depends on opinion and beilefs.    ","The Electoral College was the most efficient and sucessful way to vote, back in the 1700-1800. However, with current communication and transportation technologies, the College has become obsolete, to the point where it should be buried at a crossroads with a stake through its heart."
377,377,"That may put people in danger sending the crew up there. We can only think and hope that the artifact was created by aliens. The face on Mars is an icon for magazines and movies like ""The Martian"" and books like ""The Lunar Chronicles"". A single dicovered thing can turn sellers into money-makers easliy. All these fanatsy in books and movies, really can make us believe what we believe. ","The face on Mars is an icon for magazines and movies like ""The Martian"" and ""The Lunar Chronicles"". A single dicovered thing can turn sellers into money-makers easliy. All these fanatsy in books and movies, really can make us believe what we believe."
378,378,After school at least 3 times a week we can help a family or person in need. ,Spending a couple hours per week socializing and hanging out with friends can help a student immensely. If you attend a physical school you can get the help you need whenever you need it. Go to a community center and help the homeless
379,379,I learned that doing activity's can bring you together with so many people its basicly changing how we act around or with others.  ,Make friends with people that do the same extracurricular as you. Make new friends Join an extracurricular activity. Improve your communication skills. Join a club. Make a friend. Make friends. Make your own projects Create your own project.
380,380,By looking at A computer it can indicate what your truely felling. When someone doesnt have A facial expression on thier face the Facial Action Coding System can identify what they are truely felling. ,"Imagine technology that seriously works for you, not only at home but also in the classroom! If technology could accurately read human facial expressions the learning possibilities could be endless. For example, think about that one story that you're forced to read that you just can't understand and brings out all your frustrations, with facial expression recognition you probably will never be so frustated again."
381,381,they also would not learn the amount of information as they would in school. ,". They would not be able to work on any assignments or share any information with other students and would have to work alone. Students would lose the opportunity to join school sports, to be part of a team or just be a little active instead of staying in your house all day, or attend other after school activities that would allow students to socialize and learn about more information that other schools provide after school"
382,382,"Driverless cars need a whole lot of sensors. Radar was a device on a hiltop that cost two hundred million dollars. We should be investing that money on things that are important. For example help people in need, feed the hungry ect ","The goal of the self driving car was never to create a billion dollar high tech vehicle accessible only to the rich, but one that could be mass produced and avaliable to all. With cheaper, mass produced technology, it seems like this is not too far up the road."
383,383,Dr. Huang stated that his computer can identify a persons feeling just by scaning them. By the way it look the computer can verify a person experssions by the way that they look even thou some poeple in this world can understand expressions but techology is change and now it can nearly tell human emotion. But yet the differences here are that the computer can see emotions or no emotions at all. ,"A classroom computer could recognize when a stuudent is becoming confused or bored. After that, it could modify the lesson, like an effective human instrucuture. This is really helpful to some students because when taking an online lesson some of them might be comfused and the teacher is no there to help. So the computer could take these facial expresions"
384,384,"in Vauban, Germany a residents of this upscale community aew suburban pioneers, where people have given up their cars. Automobiles are the linchpin of suburbs, where middle-class families from chicago to Shanghai tend to make their homes.  The residents are trying to make cities denser, and better for walking for the past two decades, so Vauban, home to 4,400 residents within a rectangularsquare mile, may be the most advanced experiment in low-car suburban life. In United States, the Environmental protection Agency is promoting ""car reduced"" communities, and legislators are starting to act, if cautiously. ","Vauban, Germany is home to suburban pioneers who have given up their cars. 77% of the community do not own cars and fifty-seven percent sold a car to move there. In Bogota, Colombia there is an annual car-free day, in which anyone who does use their car has to pay a fine."
385,385,"They always go to people who decide weather or not they should be approved, wich abviously the should if their whole or majority of the state voted for him/her. But thats not what the the feel, they feel like they need to aprove the runners. ""why?"", you ask? I'm not sure. If they need to do all that, why dont the people of the House Of Representatives just make their decisions? Since it always come down to them, then there's no point of the U.S Citizens voting for president. But then agian, I feel like why should they choose who is the president? If the whole USA are the one's who need to worry about the president. ","The Electoral College is changing peoples mind set on how to vote because they feel why should we care if the government does not, can you blame them? If we just took out the simple problem of the Elector College more voters will vote honestly rather then go with everyone elses vote"
386,386,Online school would be the best choice to many students that just have it the ruff way and not easy. ,Is online school the best option for some students who just have it the ruff way and not easy. What are some reasons online schooling would be beneficial for students who need to help out more at home and for students that physically attending school would prevent them from their full potential.
387,387,"The reason why people go out to vote, is because they have a specific person in mind. Although throughout election time, many people are brought to different conclusions that one candidate is better then the other, or they both have their flaws yet, they strongly represent one thing the other candidate dispises. Either way, there are those types of people who just cannot decide. They may be left undecided, and have changed their minds by the time it's ready to vote ",Voting happens for a reason if gives the world a chance to pick whom they want to see lead them and who they feel like is the right person but in the end if there votes cant count and actually go to the electors limits their power and freedom to speak
388,388,"I mean if we're going to be judged be our peers shouldnt we be elected by them to. When it comes down to it who exactle is voting for us and can we control who we'er voting for and from the evedence shown in ""What's wrong with the electoral college"" no we can't. And no matter who are what we vote for all were doing is expressing a political preference it dosent matter at all to them what we want all they care about is what they want and what they think is best. When it my be best for them but not for the rest of us. ","The Electoral College is unfair, unjust, and unamerican. The system takes away our right to vote for who we want not who we wish to elect for us. If you are a true American you will understand why I know this is flawed. The electoral college is not a"
389,389,Some schools require students to complete summer projects to assure they continue learning during their break . Should these summer projects be teacher designed or student designed ? ,"Teacher-designed projects are the best way for schools to ensure that students continue to learn, even during their summer break. However, there is a debate whether summer projects should be teacher-designed or student-designed.. Some schools require students to complete summer projects to assure they continue learning during their break."
390,390,"For example, if you smile when a Web ad appears on your screen, a similar add might follow. Dr. Huang predict that "" A classroom computer could recognize when a student is becoming confused or bored."" Another prediction that Dr. Huang did was that ""Then it could modify the lesson, like an effective human instructor."" Every human or most human communication is nonverbal, including emotional communication. ","If implemented in daily computers, this technology will revolutionize the environemnt and usage of the Internet. Because this technology can map emotions, ""if you smile when a Web ad appears on your screen, a similar..."
391,391,"There is a new software the has been developed that improves accuracy in perceiving the emotions of other. The Facial Action Coding System. They put a imagine of Mona Lisa Smile. In the applications called FACS knows how she is like how happy you are or angry. But with her they got a 83 percent happy, 9 percent disguested, 6 percent fearful, and 2 percent angry. In the software is the latest innovation from prof. There is Thomas Huang, of the beckman institute for Advanced Science at the University of illinois, working in collaboration with prof. Also they actually calculate emotions like math homework and how a computer recognize the subtle facial movements we humans use to express , and how we feel. The computer constructs a 3-D computer model of the faces. And the facil expressions for each emotion are universal, observes Dr. Huang. Even though individuals often show varying degrees of expression like not smiling as broadly. With Mona Lisa demonstration is really intended to bring a smile to your face, while it shows just how much the computer can do. They are 3 things while you are looking in the mirror 1 is raise your lips at the comers of your mouth, 2 is squinting yours eyes slightly, to produce wrinkling at the comers of your eyes and 3 is holding that raise the outer parts of your cheeks up. Towars your eyes. The facial feedback theory of emotion, moving your facial muscles not only expresses emotions, but also may even help produce them. Empathy feeling someone else's emotional state may happen because we unconsciously imitate another person's facial expressions. All that is about science or technology. ","The Facial Action Coding System (FACS) is a software that enables computers to identify human emotions. It creates a 3-D computer model of all fourty-four major muscles in the face that move like human muscles. Then, psychologists have classified six basic emotions that are associated with different movements in the facial mucles."
392,392,"In the second sentance of the fourth paragraph it explains that astronomers are curious because it may have been the most Earth like planet in our solar system. The planet resembles a surface with rocky sediment and includes things such as valleys, mountains, and craters.  In the fifth paragraph it states that NASA is coming up with possible solutions to avoid most of these issues. One of them is inventing is a small vehical that resembles a blimp floating 30 miles above Venus's landscape.  ","The author does a good job by suggesting that studying Venus is a worthy pursuit despite the dangers it presents. The Earth comes right after Venus in the solar system, making it fairly close given the long time frame of space travel. Astronomers have discovered that it was also previoulsly one of the ""most Earth-like [planets]"" as it ""was probably covered largely with oceans and could have supported various forms of life"""
393,393,"opinions, ",". seeking multiple opinions can help someone make a better choice because they can listen to others' point of view, get help from trained professionals, and can be given the opportunity to have a successful future.. seek multiple opinions."
394,394,"I feel like people think it good to have for them self i feel like we should get it because a lot of human perform this impressive ""calclulation"" everyday because you can probably tell how friend is feeling simply by look on her face. ",". Ask a group of people for advice. Get a second opinion. Talk to other people with different backgrounds. Push kids to talk to others more, or easing them out of their comfort zone to more things with others"
395,395,"The single best argument against the electoral collage is what might be what we (the american people) might call the disastor factor, We should consdier ourselves lucky that in the 2000 fiasco was the biggest election crisis in a centry; the system can allow much worse. Back in 1960, segregationists in the Lousiana legislature nearly succeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. (So that a popular vote for kennedy would not have actually gone to Kennedy)  ""Faithless"" electors have occasionally refused to vote for their party's canidate and cast a deciding vote for whomever they please. Perhaps most worrying is the prospect of a tie in the electoral vote, In that case, the election would be thrown to the House of Representives. Where state deleations vote on the president, and the senate would choose the vice-president. At the most basic level, he electoral college is unfair to voters. Because of the winner-take-all system in each state.  Canidates dont spend time in states they know they have no chance of winnning, focusing only on the tight races in the ""swing"" states. During the 2000 campain, seventeen sates didnt see the canidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didnt get to see a campain ad. If anyone has a good argument for putting the fate of the presidency in the hands of a few swing voters in Ohio, they have yet to make it... Originally the founding fathers estabished the electoral college in the Constitutuin as a compromise between election of the president by a vote in congress but i believe that the electoral college is unfair, outdated, and irrational! Some of the best arguments in favor of it are mostly assertions without much basis in reality ","We should consdier ourselves lucky that in the 2000 fiasco was the biggest election crisis in a centry; the system can allow much worse. Back in 1960, segregationists in the Lousiana legislature nearly succeded in replacing the Democratic electors with new elector"
396,396,but that doesn't mean that also doesn't mean that it might do a lot of things right either. ,"If you want to make a good decision, you need to have multiple opinions. If you don't want to be held back, there are plenty of other options to choose from. If your idea isn't going to work, ask more people for their opinion."
397,397,"I am truely appreciative of what you have done for my state, our city, and to help the country in so many ways that can not be explained. ","I believe that all students in school should take part in community service to help out their city, state, maybe even world. Students should at least have one day a week of community service. This is because they are constantly helping people out, and doing the right thing. This way they will feel good about themselves and will be a better person overall."
398,398,"For example, if one thing in the electoral college is gone, then the whole thing may be affected by it. Also if theres no Electoral College then they wouldn't be any electors to select from and no counting of the electoral votes by congress. ","The Electoral College should no longer be kept in the U.S. because it will only lead to negative consequences. This has been observed in the past, and it must be prevented from occurring once more. One element of this disaster factor is that electors could defy the will of the people."
399,399,if we Electoral College vote it would be harder for us to vote. ,"Electoral College votes are pointless and basically disapear. That, to me, is robbing the citizens of the U.S. of thir right to vote. According to Richard A. Posner,"
400,400,i know that i am very highly over them in academics and especially all sports. I bet i will go to a d1 university hopefully at NOTRE DAME for a starting wide receiver or cornerback position. In order to go to that prestigious d1 university you have to have a 4.2 gpa and a hell of a top football player in the country. ,What do you think is the best way to make sure that students are allowed to participate in sports and other activities without an average above a C and that they are not at a high academic level? Choose your answer from: a. No pass no play. b. The students who excel in a sport should not be limited to access of achieving their goals in this sport. c. Some students have a c grade average and are on many of the sports hear at school some work very hard
401,401,"the single best argument against the electrol collages."" they would call it the disaster factor the reason for that is the american people should consider them self lucky that the 2000 fiasco was the biggest election crisis in a century ; the system allows much worse, consider that states legislaturs are technically responsible for picking electors, and that those electors i "" could always defy the will of the people."" proving my point making the peoples votes useless. ","The single best argument against the electoral college is what we might call the disaster factor. The reason for that is the American people should consider themselves lucky that the 2000 fiasco was the biggest election crisis in a century; the sytem allows for much worse. Consider that state legislators are technically responsible for picking electors,"
402,402,The reason I think that the voting regulations is broken is that smaller states like Rhoad Island is a state that gets 3-10 votes and Claifonia gets 55 votes. If the only thing that make people happy is to be heard by the bigger people in life. If you where a 18 year old kid in a small state trying to make a  new product that could help millions but your in that state that wont let you be heard by the rest of the country.    ,"This is unfair to people in the Dakotas or Montana have no information to base their votes on, instead just picking a canidate by mainly party affiliation. The biggest political battles are in fact fought over the biggest states, in the forms of advertisements and propaganda"
403,403,Advantages include ,"I think that driverless cars are a major innovation and can be very effectful and beneficial for drivers.. Ultimatly, as people begin the shift from autombile transport; certain economic, enviromental, and societal advantages will benifit the world we live in today."
404,404,"The Electoral college is one by far the best things, It dont need to be taken from us. Many good things the college does. ","The Electoral College should be defended and kept. It has the ability to produce a solid outcome, has flaws but ones that are not more disasterous than other systems, and drives candidates to try and present a national appeal."
405,405,As you can see the Electoral College is really selfish. ,"The Electoral College is irrational, and unfair to many voters. What are the main ways this unfairness can be identified are extreme, and each really deserve a paragraph of their own. Let us imagine a scenario: a democrat lives in a mostly republican state. The electoral college is unfair, being that voters don't always control who their electors vote for, opposed to election by popular vote."
406,406,"On the other hand i think making us students do community service because if the high school students or maybe middle school student decide to tutor elementary , the education will MOST LIKELY make progress ","Make it a priority for your students to do community service because if the high school students or maybe middle school student decide to tutor elementary, the education will MOST LIKELY make progress context: Well, I think all the students from fifth grade and up should take on the responsibility of doing community service for their school. They could go to shelters and help serve food or help pick up trash for the community."
407,407,So please think about this opportunity and please let this be aloud. ,"Ask for someone's opinion listen carefully to what they have to say Ask someone about what you should do in a certain situation, you value their opinions and statements but are they the only person you should be asking if you have a problem"
408,408,Do you remember a time you hated cleaning you house?  Well if people hate doing that imagine them doing community service and how that don't have air conditioning like a house do its outside in the hot sunny day and just have water to drink sweet coming down your face. ,Context: Community service isn't a very good thing to make students perform at an early age. It takes away time and opportunities and gives too much responsibility to students. Students should be able to enjoy their childhood and not forget it as cleaning up litter.
409,409,"Five reasons why the Electora College should be restained despite its lack of democratic."" The winners takes all bases"". What is that, why would we use that. In 2012 President Obama received 61.7% of the electoral votes compared to only 51.3% of the popular votes cast for him and Romney, says in source 3: In defence of the Electoral College. My point here is that we ""DO NOT"" need the Elecoral College. The voters in presidential elections are people who wants to express a  political preference rather than people who think that a single vote may decide an election. ","In 2012 President Obama received 61.7% of the electoral votes compared to only 51.3% of the popular votes cast for him and Romney, says in source 3: In defence of the Electoral College. My point here is that we ""DO NOT"" need the Elecoral College"
410,410,Another big one is the people you talk to about your decisions. ,Ask for other people's opinions. Ask for opinions from trusted and honest peers. Talk to multiple people for advice. Ask more than one person for advice. Talking to more than a person can be a very beneficial thing to do.
411,411,If we are being logical here we know that the pyrimads were created by humans them selves but do really think an alien could have done this? We do not think so because they are just not as smart and and not as equpit as a human is. We think that it was a land form God decided to give the planet. ,"The author states that scientists figured it was just another Martian mesa when the face appeared. This shows that they have seen things like this before and they knew that it wasn't real, or alien like. Another example that the author proves is that Garvin said it reminded him of Middle Butte in the Snake River Plain of Idaho"
412,412,Why have so much going on when you can peacefully just count the votes of the voters and electors together? ,Voting happens for a reason if gives the world a chance to pick whom they want to see lead them and who they feel like is the right person but in the end if there votes cant count and actually go to the electors limits their power
413,413,The dont need away getting nowhere if its online classes. ,". Attending online classes at home is a great way to stay on pace and not fall behind because all of the information is at the student's fingertips and they can complete their tests and assignments when they are ready and able. They can still also do everything at home while they are sick if they would really like, since all of their materials is already with them on their computer"
414,414,"The last source for the story talks about the defense of the Electoral College: Five reasons to keep our despised method of choosing the President. Electoral College is widely regared as an anachronism and a non-democratic method of selecting a president that ought to be [overruled] by declasring the candidate who receives the most popular votes the winner. The advocatesos this postion are coorect in arguing that the Electoral College method is not democratic in a modern sense ... it is the electors who elect the president, not the people. Your votes for a presidential candidate your're actually voting for a slate of electors. There are a selects of parties that a slate of electors trusted to vote for the party's nominee.         ",The Electoral College is widely regared as an anachronism and a non-democratic method of selecting a president that ought to be [overruled] by declasring the candidate who receives the most popular votes the winner.
415,415,So then again maybe we should do community service. ,"I think that everyone should help out at least a little because everyone can make a difference. community service is very important and everyone should have a part in it to make the world a better place to live on. Because if you force someone to do something, we wont like it. Therefore community service should be recommended to students, not required"
416,416,I believe that we American citizens should be able to vote. Our votes should all matter. We as a nation are one. One vote we all should be able to vote. ,"The Electoral College should be totally abolished and the popular vote should become the new standard for political voting. Why should people have the right to choose who represent their country, not the House of Representatives/Senate? Why should citizens have the power to choose?"
417,417,"The Mona lisa demonstration really intended to bring a smile to your face this while just imagine how a computer knows when you're happy or sad thats crazy. For example, if you smile as soon as a web ad appears on the screen another ad will follow. Lets say that you frown the next ad will be different from the one you smiled on. Another thing a classroom computer can know when students are becoming to be confused or bored.  How the start of the porcess is when the computer contracts a 3-D computer model of the face all of the 44 major muscles on the model must have move like human muscles. Eckamn has classified six emotions for example anger, surprise, fear, sadness and happiness. Movement for more than one muscle is called a unit.  In fact us human perfrom this impressive called calculation we use it everyday. For example, you could tell how your friend is feeling by looking at his or her face. most us would have trouble describing each others facial trit that makes us happy or worried. Yet Dr. Huang observes artist like Leonardo Da Vinci he studied human anatomy to help them paint facial muscles to have enough convey specific type of emoitions. ",The Mona Lisa is a woman that has sort of complacent facial features. She doesn't really look happy or sad. This was the popular thought up until a new technology was created. This technology is called the Facial Action Coding System.
418,418,Second of all people who favored the seperation of race. ,Electors clearly have trouble being trusted and there is obviously some extreme dislike for the system we have now. The Electoral College brings about uneccessary problems that could all be avoided if the country converted the way of electing to election by popular vote.
419,419,"The Electoral College in the other hand, allows votes from states to be made. It is an easier method to get the states to vote for the president, and it takes less time. ","The Electoral College is a process that serves as a compromise between Congress and the rest of America. It is an easier method to get the states to vote for the president, and it takes less time. Which method should be replaced by the popular vote system?"
420,420,Many people also agree with me because according to source 2 it says that in case of the election it will be thrown to the House of Representatives where the delegations vote on the president. This way the delegation people can pick who's good for president. ,"What's it even worth voting then if your vote, your vote on the leader of America gets put into the hands of the House Of Representatives to decide on. Think about it.. In Source 2, paragraph 12 it states, ""Perhaps most worrying is the prospect of a tie in the electoral vote."" This is a big worry because the electoral college holds a total of 538 votes which is definetely possible to cause"
421,421,"Al Gore won the popular vote but lost the presidency, over sixty percent would perfer a direct vote than have the elctoral college vote also. The vote could be very close even if one candidate wins by much in the popular vote due to the presidency vote. If there was a tie in the electoral vote the election would be thrown to the House of Represenstatives. Instead of all that work if there was only a popular vote it would be quick and simple. ","This is what im talking about people. People are losing their elections due to the electoral college. One of the major reasons of why people are wanting a change, there should be no electoral college, only a popular vote for the election."
422,422,They probly ask more than 1 person becuase they want to see what different answer they can get. They also may becuase they might have a problem going on and don't know what to do and ask for help and advice. They also may be in a serious siuwation and need advice badly to make their next more. ,Ask multiple people for advice.. Ask more than one person for advice is critical. Ask More than One Person for Advice. Ask Multiply People for Advice Ask More Than One Person For Advice Ask Multiple People For Advice Consider Asking Multiple People
423,423,I feel like if you take an online class you have a greater chance of pasting to the next grade than me. I have an good and bad response to online classes. In an online class you have no consequences like student's in school have. Online classes is unique because you do what you want when you want. ,"Do not take an online class if you have no consequences like student's in school have.. Take classes online and learn from home brings unwanted distractions such as having the need to sleep, watching TV, playing games and having to take care of kids while doing class at the same time."
424,424,"Luke crossed the Atlantic Ocean sixteen times and the Pacific Ocean twice, to help countries recover their food supplies, animals, and much more as it says in paragraph two. Even though it was a long journey across the oceans and the waters were rough ",If you like animals and travling this is the job for you! You can have so much adventure you would'nt even know what to do with it! I hope that all of these reasons convinced you to become a seagoing cowboy
425,425,"because a computer that can read all 44 major muscles, and also this is where FACS will come in (Facial Action Coding System.) ",The use of FACS in a classroom enviroment sounds like a great idea but when you put it in different catagories it fails in almost every one of them you dont need a computer to read emotions when a human is perfectly capable of know how you feel even if it is just a little bit
426,426,"Well once again here is why i do agree and don't agree. i agree becuase it make scence that out of nowhere there is an unkown figure of a face on mars, but at the same time we do not know who did it. So we jump top conclusions that it ahd to be an ailen . But we have nop prrof that an alien is rwal and we have no proof that any of thid is real. ","I believe I have brought forth enough evidence to change your opinion or strengthen your opionion that there was no alien lifeforms yet found on Mars.. Contrary to popular belief, there is nothing unatural about the supposed ""Face on Mars"""
427,427,"Each passage has its own main part about Venus, however, it will tallk about the challenge that are face in Venus ","The author uses many scientific facts, data, and explanations to support their idea of exploring Venus. In Paragraph 8, the author claims, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors"""
428,428,First and foremost the Electoral College is very old. ,"The Electoral College has been around for hundreds of years, but it is time that the United States makes the change that would improve the way of electing its future Presidents. This nation stands by freedom, and voting should be a choice."
429,429,"People always seem to argue about this Electoral College, we calll it a disastor factor. ",The single best argument against the electoral college is what we might call the disatser factor. Even though electors votes it can lead to more of an usornized distaster. It can mainly lead to a lot of confusion and miss counts.
430,430,and now there making technology that reads emotional expressions. ,"Facial Action Coding System, or FACS, which enables computers to identify human emotions. The use of this technology to read the emotional expressions of students in a classroom is very valuable for both the teachers and the students.."
431,431,The electoral college makes sure that no canidate recieves a maajority of the votes cast ,"The Electoral College is widely regarded as an anachronism, a non-democratic method of selecting a president that needs to be overruled by declaring the canidate who receives the most popular votes the winner"
432,432,"For projects with the intentions to keep students learning while on summer break the first issue would be students making projects on subjects that have no relevance to school, this would be very inefficient in the efforts made by school boards to keep students learning. ",". Students often moan and groan about summer projects that their teachers assign them to do over summer break to assure they are learning over the period they are not in school. The projects most of the time, have a set rule book to follow that was issued by the teacher and it makes the project boring and not enjoyable for the students to do, basically being a burden the students have to over come."
433,433,"But some students don't have phones, so don't think to hard about this ","I think we should ban cell phones in schools at all times. I think it's a good idea to have cell phones. I'm not sure if I'll be able to do that, but I'd like to think that if we had cell phones, we would have a much better school environment."
434,434,this invention could fix so many problems that we have today. ,"driverless cars is a very good idea that could change the world for good. Even though there are some dangers, with research and time, these dangers could be eliminated for good. Today, technology is rapidly advancing virtually everywhere. The iPhone, electric cars, large appliances, and many more useful new technological inventions have improved"
435,435,I feel like this type of technology has no purpose what so ever.  ,"I believe this type of technology is very useful and will be beneficial to children around the globe. Firstly, the internet and modern technology's first purpose is to make our lives better. This highly advanced technology is able to serve a multitiude of purposes that will foster an improved learning environment for students"
436,436,not alot of people wanna know why she was sad this isnt from the artlicle nobody cares about why she was sad or happy leave her be what kind of test is this who the heck is gunna ask you what the heck happened in the passed its the passed it should stay there nobody in the world is gunna ask you what mood was mona lisa in in the picture who the heck cares its in the passed i didnt have to go into the artlicle to know this is stupid make fun of me if you please if someones reading this sure if its the computer when what the heck computer slide me a dub on this test me and you both know this isnt something will be asked in the future honestly tho who cares this is nonsense whos to really know if u were happy or sad or the picture was actually there to make u smile thats like me saying im here to be loyal then say im gunna cheat instead. you were not there to say that it was there for that one certin purpose no personal information but me and my girl arent together so that isnt my girl so i could lie and say she cheated or i can tell the truth n say she left cus i wasnt making her happy ,"If you want a good answer to a question you have, you should go to multiple people who can help you.. If you barely know the person you are talking to, you need another person to drag you back to the reality of the issue."
437,437,"You might see students walking around school thinking about sports or other activities ,and that will be the only thing that they will be having on their mind. ","No need to change the school's policy so that students with a B or above may be the only ones aloud to participate in sports and other school activities. Granted, students must keep up with their school work, but level of book smarts does not affect the qualities for sports or other activities. If students have a grade average of a C or above, then you would insure that they were coming to school and learning and staying on track to becoming successful later in their lives,"
438,438,"""Each candidate running for President is your state has his or her own group of electors"" (5). ""The electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their responsibilities are..."" (5). ","If a presidential candidate spends alot of time, effort, and money in a campaign for a ""swing"" state; he should be awarded all the votes for winning that state. It is a high risk but high reward"
439,439,"With kids having to have a B average and over all these years you would just have to have a C average, it would just mess everything up ","I don't think it is fair to the students that play sports to have just an B average, i think it should be at least an C average because some students are better in some subjects than other students and by taking that away you are taking away all some kids know. Having a C is still passing and that's what we should contemplate on, not a B average"
440,440,The advantages of limiting car usage ,"limiting car usage is a more benifical enviroment and a better overall health standard. (as you can see, there are many advantages of limiting the use of cars. Not only does it promote and improve other forms of transportation, but it also decreases the amount of smog"
441,441,This is what i think Lukes point of view for convincing people to come. ,Talking to more people and consulting with them for advice leads to more ideas. The first reason I think seeking multiple opinions can help someone make a better choice is that one person could know more about the situation than others..
442,442,"Secondly, the Electoral College is very confusing for a voter who doesnt know how it works.   ",The electoral college simply takes away from voting in general. because when they vote for a president they are really voting for electors. The elctors can be any citizen so the voters don't know who the elector
443,443,the author want to show you all the data he picked up good and bad. ,"The author does not support his ideas well, because he draws the reader away from the topic many times, he doesn't support his thesis very well, and the evidence he does bring up are opinions or assumptions. The author provides to much on the ""danger"" aspect of it, and he should focus more on the..."
444,444,"Okay to end my letter, my con conclustion is that this is my letter to my state seator ","Dear Senator, I am writing to the state senator of florida to argue in favor of keeping the Electoral College. I belive that my state senator should remove the electoral colleges. To change the election by popular vote for the president of the United States."
445,445,different perspectives ,"get different perspectives. it is always beneficial for you to consider a different perspective.. every person will have different perspective. Getting different perspectives. different perspectives of the situation. Give you different viewpoints. one can absorb information coming from different people and therefore different perspectives,."
446,446,That would be bad so the there are PROS and CONS about having phones at schools. ,"If you let students text during free time, it could keep students from texting during class, and help them focus more. And less people would be angry. You would not have angry students or parents coming up to the school to take back a confiscated item, thus not having to bother with any angry people"
447,447,the reason why i dont belive aliens are real beacuse i never heard one i never saw one with my own eyes and i also said the face dont look nothing like a alien. ,"I find it highly unrealistic that NASA would even have been able to determine what the Face was forty years ago, much less hiding a discovery of extra-terrestrial life that could make a huge profit for the space program. And, had NASA really claimed that the face was an object built by otherworldly life, surely someone would let the cat out of the bag."
448,448,"At the end of the artcle, the author finally mentions his viewpoint on the subject.  But during the actual article, it is not once mentioned that we should go to Venus. ","The author does not give many benefits to exploring Venus. All he really did was list the benefits to why we shouldnt explore Venus. In conclusion, I do not believe the author makes a good case to explore Venus despite the dangers it presents."
449,449,what if someone is fake smiling. is your technology going to be able to tell if your really happy or not? I think it not a good idea because one it doesnt tell you all the emotions that the person is feeling and what if the person doesnt want one or doesnt like it and they aloud ti get rid of it or do they have to keep it. I know i wouldnt want someone else to tell me my emotions so i surely dont want some technology telling me how i feel . ,I think it not a good idea because one it doesnt tell you all the emotions that the person is feeling and what if the person doesnt want one or doesnt like it and they aloud ti get rid of it or do they have to keep it.
450,450,i think he was like showing people and telling people about its so fun ,Doing extracurricular activities is a great way to make friends. Ask people for their opinion Have the best idea you can have. Compliment the people who say they like the idea. Design a project Have a chance to design a student-designed project
451,451,"you go travel on the boat ride home and back but, you don't have to go sit around and watch from the boat. When you get off the boat you have a reward. If you like to see stuff like Europe, Italy, China, Greece then you'll love it. If you don't believe me ask Luke he's the one whos been to all those places. He said that the boat trips were so unbelievable for a small town boy like him.  ","What does the narrator think of the driverless cars? Options: a). They think the cars would be more practical for some people. b). None of the above choices. c). The car would perform the same duties as a car they might own, unlike other forms of public-transportation."
452,452,it would beneficial to them because people would be giving more money to them to try and find the aliens. this is yet another reason why it's not aliens ,"The answer is that they would not. If NASA went worldwide with their ""face"" they would make more money than millionaires or even other space academies. It does not make sense that the academy would keep an alien encounter hidden."
453,453,Phones can interrupt many thing like dinner with family or study time for a big test that is coming up. ,Allow students to use their phones at free times and lunch periods.. Call your parent for a quick minute or two. Talk to other classmates throughout your school may give you extra time to study with them or to finish a couple of assignments you were unsure about or needed help on. Call or text friends to schedule activities together. Allow students who are gone to stay on top using a computer
